EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
6495,6495,Barbara Schwarz,USER,Barbara. Schwarz@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,A,White,27063,39481,41673,Y,Website,58645,7048,Retail
6496,6496,Amity Rowland,USER,Amity.owland@bnna.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,Germany,,Cologne,Manager,Y,FTE,7,B,Hispanic or Latino,24526,33292,41693,Y,Website,59312,9733,Retail
6497,6497,Alan Wally,USER,Alan.Wally@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Cologne,Contributor,N,PTE,3,B,White,23193,39264,41821,Y,Website,38622,5407,Retail
6498,6498,Nicole Meisner,USER,Nicole.Meisner@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Cologne,Contributor,N,PTE,3,B,White,19001,33611,41647,Y,Internal,50431,2893,Retail
6499,6499,Kermit Blackwell,USER,Kermit.ackwell@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Cologne,Contributor,N,PTE,2,B,White,24846,40917,41648,Y,Job Fair,39353,4566,Retail
6500,6500,Karly Millers,USER,Karly.illers@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Cologne,Contributor,N,PTE,3,C,Other,24125,40561,41657,Y,None,51821,7080,Retail
6501,6501,Dagmar Samuelsen,USER,Dagmar.muelsen@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,PTE,2,B,White,24658,41825,41825,N,None,31215,3729,Retail
6502,6502,Lucas Daugherty,USER,Lucas.gherty@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,PTE,3,A,White,26999,37226,41974,Y,None,51349,993,Retail
6503,6503,Colton Sherman,USER,Colton.Sherman@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,PTE,1,B,Black or African American,25318,41754,41754,Y,Website,48097,4855,Retail
6504,6504,Julia Schulz,USER,Julia.Schulz@bnna.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,Germany,,Frankfurt,Manager,Y,FTE,6,B,Black or African American,21525,32117,41979,Y,Website,30492,8935,Retail
6505,6505,Demetria Greene,USER,Demetria.ia Greene@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,FTE,1,A,Other,23196,30867,41824,Y,Internal,47384,4633,Retail
6506,6506,Melissa Burris,USER,Melissa.a Burris@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,PTE,3,B,Unknown,27592,36358,41837,Y,Internal,57893,1719,Retail
6507,6507,Hunter Jones,USER,Hunter.r Jones@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,,Frankfurt,Contributor,N,PTE,3,B,White,24070,33932,41967,Y,Internal,48357,8893,Retail
6508,6508,Zia Boone,USER,Zia.oone@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,PTE,1,B,Hispanic or Latino,31467,39502,41694,Y,Website,31506,2954,Retail
6509,6509,Hamish Higgins,USER,Hamish.Higgins@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,FTE,1,B,White,23026,35445,41654,Y,Website,53608,6454,Retail
6510,6510,Kirestin Howe,USER,Kirestin.stin Howe@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,PTE,1,C,White,23030,31796,41658,Y,Internal,32119,8280,Retail
6511,6511,Dominic Wright,USER,Dominic.c Wright@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,FTE,1,B,Other,28188,41702,41702,Y,Job Fair,50184,3831,Retail
6512,6512,Dillon Powers,USER,Dillon. Powers@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,Italy,,Milan,Manager,Y,FTE,6,A,White,21681,33004,41770,Y,None,40743,763,Retail
6513,6513,Peter Savage,USER,Peter.Savage@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,FTE,2,D,Hispanic or Latino,24333,39308,41865,Y,None,54932,3540,Retail
6514,6514,Josiah Sherman,USER,Josiah.Sherman@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,PTE,2,A,White,29232,37633,41651,Y,None,50055,6079,Retail
6515,6515,Alfonso Mörike,USER,Alfonso.o Mörike@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,,Milan,Contributor,N,PTE,1,B,White,22175,39341,41898,Y,Website,37875,1687,Retail
6516,6516,Jackson Bates,USER,Jackson.on Bates@bnna.com,Male,Retail,Retail - APAC,District Manager,APAC,Japan,Tokyo Metropolis,Tokyo,Senior Manager,Y,PTE,8,B,Black or African American,22056,33378,41779,Y,Website,218187,76759,Retail
6517,6517,Emilio Torta,USER,Emilio.o Torta@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,Japan,Tokyo Metropolis,Tokyo,Manager,Y,PTE,6,A,Unknown,30830,41787,41787,Y,Website,38588,7071,Retail
6518,6518,Aert Haak,USER,Aert. Haak@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,B,Unknown,21127,37198,41946,Y,Internal,35692,6258,Retail
6519,6519,Frens Peters,USER,Frens.Peters@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,1,B,White,22768,35187,41761,Y,Job Fair,31593,6947,Retail
6520,6520,Harlan Walsh,USER,Harlan.n Walsh@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,1,B,White,20908,35883,41727,Y,None,41410,8468,Retail
6521,6521,Bertil Ridderstolpe,USER,Bertil.rstolpe@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,3,B,Hispanic or Latino,27943,35613,41822,Y,None,40073,7755,Retail
6522,6522,Dennis Bergman,USER,Dennis.Bergman@bnna.com,-,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,1,C,White,22246,35760,41969,Y,None,58590,3330,Retail
6523,6523,Rashad Workman,USER,Rashad.Workman@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,B,White,23496,33357,41758,Y,Website,38393,1720,Retail
6524,6524,Belinda Jansen-Velasquez,USER,Belinda.Jansen-Velasquez@BNNA.COM,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,2,A,Black or African American,27873,36273,41752,Y,Website,55004,4160,Retail
6525,6525,Kurt Vanhaelst,USER,Kurt.aelst@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,Australia,New South Wales,Sydney,Manager,Y,PTE,7,D,Other,28249,40667,41763,Y,Website,49297,2996,Retail
6526,6526,Reese Logan,USER,Reese. Logan@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,3,B,White,25582,41653,41653,Y,Internal,47439,5300,Retail
6527,6527,Macaulay Hooper,USER,Macaulay.ay Hooper@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,B,Black or African American,23712,39783,41974,Y,Job Fair,35427,6597,Retail
6528,6528,Stone Foley,USER,Stone. Foley@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,3,A,Other,21308,36649,41762,Y,Recruiter,32830,3610,Retail
6529,6529,Marshall Beasley,USER,Marshall.l Beasley@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,B,Unknown,22087,39253,41810,Y,Recruiter,55278,4913,Retail
6530,6530,Melvin Casey,USER,Melvin.n Casey@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,3,B,Hispanic or Latino,23693,37937,41955,Y,Recruiter,35455,3629,Retail
6531,6531,Francis Kinney,USER,Francis.s Kinney@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,B,Unknown,26622,38310,41962,N,Website,45364,4726,Retail
6532,6532,Stone Knox,USER,Stone.e Knox@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,2,B,Other,25208,38722,41644,Y,Website,50955,5757,Retail
6533,6533,Forrest Cote,USER,Forrest.est Cote@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,3,C,White,26527,40771,41867,Y,Website,57388,7987,Retail
6534,6534,Amity Bridges,USER,Amity.ridges@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,2,B,White,32984,39924,41750,Y,Internal,35126,5092,Retail
6535,6535,Hilary Wallace,USER,Hilary.Wallace@bnna.com,Female,Retail,,District Manager,LATAM,Brazil,Sao Paulo,Sao Paulo,Senior Manager,Y,PTE,9,A,White,26685,41295,41660,Y,Job Fair,276943,67888,Retail
6536,6536,Raffaello Belli,USER,Raffaello.ello Belli@bnna.com,Male,Retail,,Store Manager,LATAM,Brazil,Sao Paulo,Sao Paulo,Manager,Y,FTE,6,D,White,28694,41843,41843,Y,None,51574,6465,Retail
6537,6537,Yuli Rocha,USER,Yuli.Rocha@bnna.com,Male,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,2,A,Other,24594,35552,41761,Y,None,40290,1265,Retail
6538,6538,Mason Russo,USER,Mason. Russo@bnna.com,Male,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,2,B,White,29538,38669,41956,Y,None,50381,243,Retail
6539,6539,Chaim Sutton,USER,Chaim.Sutton@bnna.com,Male,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,2,B,White,26504,40748,41844,Y,Website,53964,6873,Retail
6540,6540,Cleo Mendez,USER,Cleo.endez@bnna.com,Female,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,2,A,Black or African American,24744,35337,41911,Y,Website,35722,7921,Retail
6541,6541,Clarice Forneret,USER,Clarice.Forneret@bnna.com,Female,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,3,B,White,26979,40493,41954,Y,Internal,47552,1866,Retail
6542,6542,Kevin Pera,USER,Kevin.n Pera@bnna.com,Male,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,FTE,2,B,Asian,24889,39134,41691,Y,Internal,41447,8987,Retail
6543,6543,Timon Moss,USER,Timon.n Moss@bnna.com,Male,Retail,,Store Associate,LATAM,Brazil,Sao Paulo,Sao Paulo,Contributor,N,PTE,2,B,White,28030,40813,41909,Y,Internal,36409,1955,Retail
6544,6544,Beck Wilkerson,USER,Beck.erson@bnna.com,Male,Retail,,Store Manager,LATAM,Columbia,Cundinamarca Department,Bogota,Manager,Y,PTE,6,B,Hispanic or Latino,28572,38799,41721,Y,Website,41118,3576,Retail
6545,6545,Donovan Campbell,USER,Donovan.Campbell@bnna.com,Male,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,FTE,1,C,White,28465,36866,41979,Y,Website,36519,1161,Retail
6546,6546,Deacon Watkins,USER,Deacon.Watkins@bnna.com,Male,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,FTE,2,B,White,26330,36923,41671,Y,Website,45662,9817,Retail
6547,6547,Blaze Blake,USER,Blaze. Blake@bnna.com,-,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,PTE,2,B,Black or African American,28121,42000,42000,Y,Internal,48411,4458,Retail
6548,6548,George Harrows,USER,George.Harrows@bnna.com,-,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,FTE,1,B,Other,26285,37608,41991,Y,Job Fair,49279,3474,Retail
6549,6549,Cristina Salazar,USER,Cristina.a Salazar@bnna.com,Female,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,FTE,1,B,White,28930,40618,41714,Y,None,50470,5804,Retail
6550,6550,Karen Bryan,USER,Karen. Bryan@bnna.com,Female,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,PTE,2,B,Other,19933,34178,41848,N,None,47760,8118,Retail
6551,6551,Dirk Bakker,USER,Dirk.akker@bnna.com,Male,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,FTE,2,C,Black or African American,24613,41780,41780,Y,None,32975,4506,Retail
6552,6552,Bayard Lopes,USER,Bayard.d Lopes@bnna.com,Male,Retail,,Store Associate,LATAM,Columbia,Cundinamarca Department,Bogota,Contributor,N,PTE,3,B,Unknown,19927,37094,41842,Y,Website,43900,7265,Retail
6553,6553,Blake Harvey,USER,Blake.Harvey@bnna.com,Male,Retail,,Store Manager,LATAM,Chile,Santiago Province,Santiago,Manager,Y,FTE,7,A,Hispanic or Latino,25753,34154,41824,Y,Website,35848,9785,Retail
6554,6554,Trevor Armstrong,USER,Trevor.mstrong@bnna.com,Male,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,3,D,Hispanic or Latino,21826,29497,41915,Y,Website,48774,8381,Retail
6555,6555,Donald Neely,USER,Donald.d Neely@bnna.com,Male,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,3,A,White,28578,38805,41727,Y,Internal,37458,117,Retail
6556,6556,Cindy Haverton,USER,Cindy.verton@bnna.com,Female,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,2,B,White,25607,32912,41678,Y,Job Fair,33093,1508,Retail
6557,6557,Kouhei Kimura,USER,Kouhei. Kimura@bnna.com,Female,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,2,B,Other,27938,41817,41817,Y,None,55514,5429,Retail
6558,6558,Tanek Sparks,USER,Tanek.Sparks@bnna.com,Male,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,3,A,White,25570,39084,41641,Y,None,37356,6523,Retail
6559,6559,Teegan Clemons,USER,Teegan.Clemons@bnna.com,Female,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,1,B,Unknown,20362,28398,41912,Y,None,47731,5609,Retail
6560,6560,Machiko Iseya,USER,Machiko.ko Iseya@bnna.com,Male,Retail,,Store Associate,LATAM,Chile,Santiago Province,Santiago,Contributor,N,PTE,1,B,Unknown,25711,34842,41782,Y,Website,45004,5847,Retail
6561,6561,Mary-Jane Collers,USER,Mary-Jane.ne Collers@bnna.com,Female,Retail,,Store Manager,LATAM,Argentina,Buenos Aires Province,Buenos Aires,Manager,Y,FTE,6,B,White,19066,28197,41711,Y,Website,53084,7186,Retail
6562,6562,Quemby Hewitt,USER,Quemby. Hewitt@bnna.com,Female,Retail,,Store Associate,LATAM,Argentina,Buenos Aires Province,Buenos Aires,Contributor,N,PTE,1,B,Other,19504,29000,41784,Y,Website,30086,7056,Retail
6563,6563,Nomlanga Byers,USER,Nomlanga.nga Byers@bnna.com,Female,Retail,,Store Associate,LATAM,Argentina,Buenos Aires Province,Buenos Aires,Contributor,N,PTE,3,C,White,26102,41078,41808,Y,Internal,33799,8604,Retail
6564,6564,Fabiano Greco,USER,Fabiano.no Greco@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,UK,England,London,Manager,Y,FTE,6,B,Hispanic or Latino,21224,30720,41678,Y,Job Fair,49674,6741,Retail
6565,6565,Andrew Pereira,USER,Andrew.Pereira@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,East Midlands,Nottingham,Contributor,N,PTE,3,A,Black or African American,23695,32826,41957,Y,None,38811,6513,Retail
6566,6566,Erik Brown,USER,Erik.Brown@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,FTE,2,D,White,28652,41801,41801,Y,None,53368,3046,Retail
6567,6567,Claire Palmer,USER,anthony.cafiero+1@qlik.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,UK,Strathclyde,Glasgow,Manager,Y,PTE,4,B,White,23257,37137,41885,Y,None,36263,6162,Retail
6568,6568,Chantale Larson,USER,Chantale.le Larson@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,Lothian,Edinburgh,Contributor,N,FTE,3,B,Other,25781,36373,41852,Y,Website,46780,2939,Retail
6569,6569,Jack Oconnor,USER,Jack.onnor@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,1,A,White,24236,38846,41768,Y,Website,55785,314,Retail
6570,6570,Lena Oxenstierna,USER,Lena.ierna@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Galway,Galway,Contributor,N,PTE,2,B,White,30598,41921,41921,Y,Website,34439,8979,Retail
6571,6571,Marissa Rehmany,USER,Marissa. Rehmany@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,FTE,1,B,Unknown,23575,40741,41837,Y,Internal,39953,9860,Retail
6572,6572,Samson Benjamin,USER,Samson.enjamin@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,PTE,1,B,Other,23587,39292,41849,Y,Job Fair,52461,7342,Retail
6573,6573,Anling Zhang,USER,Anling.g Zhang@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,France,Île-de-France,Paris,Manager,Y,FTE,6,B,White,21013,31240,41832,Y,None,44378,8021,Retail
6574,6574,Bruno Garcia,USER,Bruno.Garcia@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Veneto,Verona,Contributor,N,FTE,3,C,Hispanic or Latino,21797,28737,41886,Y,None,56579,5694,Retail
6575,6575,Cai Zhang,USER,Cai.hang@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Lombardia,Campione d'Italia,Contributor,N,FTE,1,B,White,23451,31486,41713,Y,None,59161,5909,Retail
6576,6576,Samuel Barr,USER,Samuel.el Barr@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Mazowieckie,Warsaw,Contributor,N,PTE,1,A,Unknown,29958,41646,41646,Y,Website,30626,8113,Retail
6577,6577,Hunter Jarvis,USER,Hunter. Jarvis@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,FTE,2,D,Hispanic or Latino,27748,34688,41993,Y,Website,45634,2015,Retail
6578,6578,Fei Meng,USER,Fei.Meng@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,3,A,Unknown,23268,36052,41896,Y,Internal,45515,1430,Retail
6579,6579,Chin-Tsai Fang,USER,Chin-Tsai.-Tsai Fang@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,Germany,North Rhine-Westphalia,Dortmund,Manager,Y,FTE,4,B,Other,30395,37700,41718,Y,Internal,50462,533,Retail
6580,6580,Arthur Shenley,USER,Arthur.Shenley@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,PTE,1,B,Unknown,25977,41683,41683,Y,Internal,48961,8605,Retail
6581,6581,Britanni Patel,USER,Britanni.nni Patel@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,1,A,Other,27008,40887,41983,Y,Website,49703,5489,Retail
6582,6582,Lucius Barker,USER,Lucius. Barker@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,India,National Capital Territory,New Delhi,Contributor,N,PTE,1,B,White,29453,36758,41871,Y,Website,45855,8570,Retail
6583,6583,Flynn Scott,USER,Flynn. Scott@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Dongcheng District,Beijing,Contributor,N,FTE,1,B,White,20269,29766,41819,N,Internal,35230,6415,Retail
6584,6584,Sonya Cobb,USER,Sonya.a Cobb@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,China,Nanjing,Jiangsu,Contributor,N,PTE,2,B,Black or African American,22914,39350,41907,Y,Job Fair,49198,7778,Retail
6585,6585,Briand Dupart,USER,Briand. Dupart@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Guangzhou,Guangdong,Contributor,N,FTE,2,B,Black or African American,22840,37815,41833,Y,None,43874,2994,Retail
6586,6586,Drake Peck,USER,Drake.e Peck@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Jinan,Shandong,Contributor,N,PTE,2,C,White,29420,38551,41838,Y,None,41417,5617,Retail
6587,6587,Alana Stark,USER,Alana. Stark@bnna.com,Female,Retail,Retail - APAC,Store Manager,APAC,Japan,Tokyo Metropolis,Tokyo,Manager,Y,FTE,7,B,Asian,26724,41699,41699,N,None,55737,2239,Retail
6588,6588,Jim Moore,USER,Jim.oore@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kyoto Prefecture,Kyoto,Contributor,N,PTE,2,A,White,28405,39728,41919,Y,Website,49443,4848,Retail
6589,6589,David Dolby,USER,David. Dolby@bnna.com,-,Retail,Retail - APAC,Store Associate,APAC,Japan,Kanagawa,Yokohama,Contributor,N,FTE,3,B,Hispanic or Latino,30270,39036,41958,Y,Website,58113,2468,Retail
6590,6590,Lois Doyle,USER,Lois.Doyle@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Aichi,Nagoya,Contributor,N,PTE,2,B,White,31703,39373,41930,Y,Website,44777,8415,Retail
6591,6591,Micah Juarez,USER,Micah.Juarez@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,England,London,Contributor,N,PTE,1,A,White,24613,38493,41780,Y,Internal,57504,547,Retail
6592,6592,Julien Brion,USER,Julien.n Brion@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,East Midlands,Nottingham,Contributor,N,PTE,1,B,White,28440,41954,41954,Y,Job Fair,59437,2531,Retail
6593,6593,Hamilton Sweeney,USER,Hamilton.n Sweeney@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,PTE,1,B,White,30993,38663,41950,Y,None,30717,1872,Retail
6594,6594,Kylan Vaughn,USER,Kylan.Vaughn@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,Strathclyde,Glasgow,Contributor,N,PTE,1,B,White,24215,32616,41747,Y,None,51430,1839,Retail
6595,6595,Diane Sheppard,USER,Diane.eppard@bnna.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,UK,Lothian,Edinburgh,Manager,Y,FTE,4,B,Other,26737,35503,41712,Y,None,42714,8243,Retail
6596,6596,Emma Sommer,USER,Emma.ommer@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,2,C,Unknown,23429,34387,41692,Y,Website,53794,3211,Retail
6597,6597,Ifeoma Levine,USER,Ifeoma. Levine@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Galway,Galway,Contributor,N,PTE,1,B,Hispanic or Latino,22144,32371,41867,Y,Website,31271,627,Retail
6598,6598,Bill Jones,USER,Bill.Jones@bnna.com,-,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,PTE,3,A,White,29302,38068,41720,Y,Website,35834,9592,Retail
6599,6599,Andreas Simpson,USER,Andreas. Simpson@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,PTE,1,D,White,23704,40870,41966,Y,Internal,30520,9811,Retail
6600,6600,Bryce Klassner,USER,Bryce.assner@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Île-de-France,Paris,Contributor,N,PTE,3,A,Asian,24213,33710,41745,Y,Job Fair,58633,4444,Retail
6601,6601,Gabriela Rojas,USER,Gabriela.ela Rojas@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Veneto,Verona,Contributor,N,PTE,3,B,Other,27314,34984,41924,Y,None,30768,5522,Retail
6602,6602,Giacomo Berry,USER,Giacomo.mo Berry@bnna.com,Male,Retail,Retail - EMEA,District Manager,EMEA,Italy,Lombardia,Campione d'Italia,Senior Manager,Y,FTE,7,B,White,23969,33100,41866,Y,None,128030,53416,Retail
6603,6603,Nathaniel Lee,USER,Nathaniel.haniel Lee@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,Poland,Mazowieckie,Warsaw,Manager,Y,FTE,6,A,Asian,27913,41792,41792,Y,None,52292,4428,Retail
6604,6604,Wuxiong Ng,USER,Wuxiong.xiong Ng@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,PTE,3,B,Other,24434,40870,41966,Y,Website,35688,1652,Retail
6605,6605,Jerome Wynn,USER,Jerome.me Wynn@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,B,Black or African American,27462,40246,41707,Y,Website,39304,7173,Retail
6606,6606,Fuller Cabrera,USER,Fuller.Cabrera@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,North Rhine-Westphalia,Dortmund,Contributor,N,PTE,2,B,Other,23558,40359,41820,Y,Website,42577,6328,Retail
6607,6607,Vernon Farmer,USER,Vernon. Farmer@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,PTE,2,B,Unknown,26604,41579,41944,Y,Internal,59263,6588,Retail
6608,6608,Kitra Stafford,USER,Kitra.afford@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,3,C,Hispanic or Latino,27636,41881,41881,Y,Job Fair,34855,3365,Retail
6609,6609,Elisa Holcombe,USER,Elisa.lcombe@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,India,National Capital Territory,New Delhi,Contributor,N,PTE,3,B,White,28772,35712,41921,Y,None,58822,2792,Retail
6610,6610,Anders Nilsson,USER,Anders.Nilsson@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Dongcheng District,Beijing,Contributor,N,PTE,3,A,White,25129,41565,41930,Y,None,33293,4350,Retail
